car;price;city;year;base;engine;color;wheel;url;transmission
Mitsubishi Outlander;7300000;Алматы;2014; кроссовер;2; серебристый; левый руль;https://kolesa.kz//a/show/105428606; КПП автомат
Mercedes-Benz C 280;1750000;Алматы;1996; седан;2.8; белый; левый руль;https://kolesa.kz//a/show/100190860; КПП автомат
Mercedes-Benz S 600;6500000;Алматы;2000; седан;6; черный; левый руль;https://kolesa.kz//a/show/105635034; КПП автомат
Kia Cerato;5300000;Алматы;2013; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105504133; КПП типтроник
Gonow GX6;9500000;Алматы;2019; кроссовер;2; коричневый; левый руль;https://kolesa.kz//a/show/105709979; КПП автомат
Volkswagen Crafter;28000000;Алматы;2020; фургон;2; белый; левый руль;https://kolesa.kz//a/show/105097161; КПП механика
Volkswagen Passat;2900000;Алматы;2007; седан;2; серебристый; левый руль;https://kolesa.kz//a/show/105678675; КПП автомат
Mercedes-Benz ML 320;3200000;Алматы;2005; кроссовер;3; серебристый; левый руль;https://kolesa.kz//a/show/94732628; КПП автомат
Nissan Qashqai;5400000;Алматы;2010; кроссовер;2; серый; левый руль;https://kolesa.kz//a/show/104725077; КПП типтроник
Subaru Legacy;4800000;Алматы;2010; седан;2.5; белый; левый руль;https://kolesa.kz//a/show/105705464; КПП вариатор
Kia Rio;4200000;Алматы;2014; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105293761; КПП типтроник
Toyota Camry;5000000;Алматы;2007; седан;2.4; серебристый; левый руль;https://kolesa.kz//a/show/105694362; КПП автомат
ВАЗ (Lada) 2194 (универсал);1500000;Алматы;2014; универсал;1.5; нет цвета; левый руль;https://kolesa.kz//a/show/105706787; КПП механика
Toyota Highlander;10300000;Алматы;2011; кроссовер;3.5; синий; левый руль;https://kolesa.kz//a/show/103581083; КПП типтроник
Hyundai Accent;5750000;Алматы;2018; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/104501622; КПП автомат
Subaru Impreza;750000;Алматы;1996; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/104740532; КПП механика
Nissan Patrol;13500000;Алматы;2012; внедорожник;5.6; белый; левый руль;https://kolesa.kz//a/show/105511405; КПП автомат
ЗАЗ Chance;1400000;Алматы;2013; седан;1.5; белый; левый руль;https://kolesa.kz//a/show/105498799; КПП механика
Nissan Note;4200000;Алматы;2007; универсал;1.6; серый; левый руль;https://kolesa.kz//a/show/105538089; КПП автомат
Lexus GX 470;7999000;Алматы;2004; внедорожник;4.7; черный; левый руль;https://kolesa.kz//a/show/105504298; КПП автомат
Lexus LX 570;18800000;Алматы;2012; внедорожник;5.7; серый; левый руль;https://kolesa.kz//a/show/105551988; КПП автомат
Mitsubishi Outlander;8499990;Алматы;2017; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/104143779; КПП вариатор
Kia Carens;5900000;Алматы;2014; минивэн;2; белый; левый руль;https://kolesa.kz//a/show/105471470; КПП автомат
Volkswagen Touareg;16950000;Алматы;2016; кроссовер;3; черный; левый руль;https://kolesa.kz//a/show/103895809; КПП типтроник
Mercedes-Benz G 500;10500000;Алматы;2002; внедорожник;5; черный; левый руль;https://kolesa.kz//a/show/105573528; КПП автомат
Toyota Caldina;1870000;Алматы;1997; универсал;2; черный; правый руль;https://kolesa.kz//a/show/105194140; КПП автомат
Mitsubishi L200;12490000;Алматы;2019; пикап;2.4; нет цвета; левый руль;https://kolesa.kz//a/show/104888319; КПП автомат
Mercedes-Benz G 400;9100000;Алматы;2004; внедорожник;4; черный; левый руль;https://kolesa.kz//a/show/105660277; КПП автомат
Hyundai Accent;3800000;Алматы;2013; седан;1.4; белый; левый руль;https://kolesa.kz//a/show/103225689; КПП автомат
Toyota Land Cruiser;12500000;Алматы;2008; внедорожник;4; нет цвета; левый руль;https://kolesa.kz//a/show/105023220; КПП типтроник
Toyota Avensis;4800000;Алматы;2009; седан;2; черный; левый руль;https://kolesa.kz//a/show/105710909; КПП автомат
Audi Q7;6700000;Алматы;2008; кроссовер;3.6; серебристый; левый руль;https://kolesa.kz//a/show/102850208; КПП автомат
Toyota RAV 4;12600000;Алматы;2019; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105108028; КПП автомат
Hyundai Elantra;7650000;Алматы;2019; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/91443996; КПП автомат
Chevrolet Aveo;2650000;Алматы;2012; хэтчбек;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105716098; КПП автомат
Infiniti QX80;17700000;Алматы;2016; внедорожник;5.6; черный; левый руль;https://kolesa.kz//a/show/105595103; КПП автомат
Nissan Primera;2200000;Алматы;2002; седан;2; синий; левый руль;https://kolesa.kz//a/show/105107080; КПП типтроник
Nissan Almera;4500000;Алматы;2017; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105468567; КПП автомат
Toyota Ipsum;2900000;Алматы;1997; минивэн;2; зеленый; правый руль;https://kolesa.kz//a/show/105464783; КПП автомат
Toyota Camry;15000000;Алматы;2018; седан;3.5; белый; левый руль;https://kolesa.kz//a/show/104887650; КПП типтроник
SsangYong Kyron;2999000;Алматы;2013; внедорожник;2.3; белый; левый руль;https://kolesa.kz//a/show/104888634; КПП механика
Toyota Prius;3800000;Алматы;2008; седан;1.5; серый; левый руль;https://kolesa.kz//a/show/103980291; КПП автомат
Lexus NX 200;12800000;Алматы;2016; кроссовер;2; коричневый; левый руль;https://kolesa.kz//a/show/105714177; КПП вариатор
Land Rover Range Rover;6000000;Алматы;2008; внедорожник;4.4; серый; левый руль;https://kolesa.kz//a/show/104866448; КПП типтроник
Skoda Superb;1100000;Алматы;2002; седан;1.8; серебристый; левый руль;https://kolesa.kz//a/show/95897532; КПП механика
Toyota Land Cruiser Prado;13200000;Алматы;2010; внедорожник;4; серый; левый руль;https://kolesa.kz//a/show/105706873; КПП автомат
Mitsubishi Pajero Sport;15790000;Алматы;2019; внедорожник;3; нет цвета; левый руль;https://kolesa.kz//a/show/105173510; КПП автомат
Jeep Grand Cherokee;13500000;Алматы;2013; внедорожник;3.6; черный; левый руль;https://kolesa.kz//a/show/105714845; КПП типтроник
Ravon Nexia R3;3390000;Алматы;2019; седан;1.5; коричневый; левый руль;https://kolesa.kz//a/show/105573909; КПП механика
Honda CR-V;4200000;Алматы;2003; кроссовер;2.4; синий; левый руль;https://kolesa.kz//a/show/105716486; КПП автомат
Nissan Qashqai;4800000;Алматы;2012; кроссовер;1.6; белый; левый руль;https://kolesa.kz//a/show/105647185; КПП вариатор
Nissan Patrol;4700000;Алматы;2004; внедорожник;3; синий; левый руль;https://kolesa.kz//a/show/91028915; КПП механика
Toyota HiAce;2800000;Алматы;1998; фургон;2.4; оранжевый; левый руль;https://kolesa.kz//a/show/105195264; КПП механика
BMW 3-Series Gran Turismo;11290000;Алматы;2015; лифтбэк;2; белый; левый руль;https://kolesa.kz//a/show/104734884; КПП автомат
Hyundai Accent;750000;Алматы;1998; седан;1.5; белый; левый руль;https://kolesa.kz//a/show/100652347; КПП механика
Mercedes-Benz V 250;18000000;Алматы;2015; минивэн;2.2; нет цвета; левый руль;https://kolesa.kz//a/show/105721841; КПП типтроник
Toyota Camry;4358000;Алматы;2005; седан;2.4; нет цвета; левый руль;https://kolesa.kz//a/show/103353528; КПП автомат
Mitsubishi RVR;550000;Алматы;1995; микровэн;2; черный; правый руль;https://kolesa.kz//a/show/105547975; КПП автомат
Toyota Land Cruiser Prado;7700000;Алматы;2004; внедорожник;4; белый; левый руль;https://kolesa.kz//a/show/104434755; КПП типтроник
Hyundai Accent;6200000;Алматы;2018; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/105616862; КПП автомат
Hyundai Getz;1850000;Алматы;2004; хэтчбек;1.3; серебристый; левый руль;https://kolesa.kz//a/show/98050415; КПП механика
Mitsubishi Outlander;9500000;Алматы;2016; кроссовер;2.4; серый; левый руль;https://kolesa.kz//a/show/105656292; КПП типтроник
Mitsubishi ASX;5000000;Алматы;2010; кроссовер;2; синий; левый руль;https://kolesa.kz//a/show/105718103; КПП вариатор
Geely Emgrand EC7;2870000;Алматы;2014; хэтчбек;1.8; черный; левый руль;https://kolesa.kz//a/show/105666607; КПП автомат
